mkr	Chr	cM
Marker171473	3	34.477
Marker66428	3	35.127
Marker122455	3	35.127
Marker8002	3	35.127
Marker123958	3	35.127
Marker28613	3	35.127
Marker167044	3	35.127
Marker55433	3	35.127
Marker108401	3	35.285
Marker209675	3	35.443
Marker52604	3	35.76
Marker208991	3	35.84
Marker212113	3	35.919
Marker104281	3	36.553
Marker163416	3	36.077
Marker162834	3	36.394
Marker165955	3	36.553
Marker194232	3	36.553
Marker116386	3	37.597
Marker41325	3	38.626
Marker97485	3	37.597
Marker80143	3	39.062
Marker37834	3	39.353
Marker154061	3	39.643
Marker37162	3	39.933
Marker66096	3	40.077
Marker148315	3	40.467
Marker183180	3	40.726
Marker179056	3	40.467
Marker124604	3	40.467
Marker90241	3	40.467
Marker17459	3	40.856
Marker120098	3	40.986
Marker196465	3	40.467
Marker38566	3	40.467
Marker137437	3	40.986
Marker91587	3	40.986
Marker72930	3	41.115
Marker102888	3	41.115
Marker111063	3	41.115
Marker119500	3	40.467
Marker56158	3	41.245
Marker79102	3	40.467
Marker16762	3	41.245
Marker60217	3	41.245
Marker32840	3	41.87
Marker966	3	42.078
Marker101977	3	41.245
Marker192769	3	41.245
Marker106030	3	41.245
Marker159015	3	42.285
Marker216020	3	42.285
Marker72434	3	42.911
Marker67390	3	43.066
Marker162740	3	43.261
Marker140942	3	43.066
Marker128589	3	43.455
Marker80923	3	43.584
Marker130377	3	43.844
Marker107300	3	43.844
Marker113436	3	44.233
Marker203944	3	44.702
Marker44773	3	44.233
Marker44965	3	45.013
Marker22304	3	45.272
Marker153025	3	45.013
Marker51810	3	45.013
Marker120424	3	45.272
Marker28433	3	45.272
Marker142558	3	45.272
Marker25257	3	45.272
Marker125354	3	45.272
Marker133675	3	45.272
Marker179234	3	45.272
Marker46066	3	45.272
Marker11975	3	45.272
Marker40794	3	45.272
Marker51591	3	45.467
Marker179771	3	45.661
Marker144177	3	45.272
Marker172513	3	45.272
Marker16218	3	45.272
Marker78824	3	45.855
Marker137954	3	45.272
Marker189068	3	45.661
Marker156457	3	45.661
Marker202138	3	46.245
Marker18583	3	46.44
Marker56731	3	46.44
Marker7189	3	46.699
Marker175272	3	46.699
Marker11248	3	47.218
Marker129665	3	46.699
Marker4925	3	46.958
Marker27306	3	46.958
Marker72221	3	47.218
Marker133160	3	47.217
Marker37654	3	47.217
Marker189825	3	47.217
Marker73768	3	47.476
Marker28046	3	47.476
Marker35698	3	47.736
Marker139685	3	47.866
Marker33741	3	48.169
Marker132374	3	48.32
Marker9277	3	48.471
Marker79027	3	48.471
Marker187381	3	48.471
Marker69175	3	48.471
Marker221421	3	48.471
Marker161975	3	48.622
Marker182456	3	48.622
Marker139144	3	48.622
Marker115665	3	49.078
Marker140407	3	49.23
Marker25312	3	49.23
Marker119019	3	49.533
Marker20766	3	49.684
Marker30756	3	50.14
Marker203243	3	50.14
Marker166854	3	50.291
Marker168899	3	50.291
Marker27007	3	50.291
Marker12041	3	50.291
Marker134385	3	50.594
Marker22138	3	50.594
Marker120262	3	50.918
Marker203973	3	50.918
Marker188451	3	50.918
Marker31211	3	50.918
Marker169008	3	51.567
Marker49522	3	51.567
Marker202202	3	51.567
Marker21122	3	51.567
Marker124846	3	51.027
Marker9165	3	51.027
Marker166971	3	51.567
Marker137681	3	51.567
Marker33675	3	51.891
Marker124085	3	51.891
Marker28666	3	51.891
Marker205386	3	51.891
Marker16345	3	51.891
Marker95803	3	51.027
Marker86840	3	51.027
Marker160106	3	51.891
Marker191112	3	51.027
Marker58047	3	51.891
Marker72271	3	51.891
Marker54464	3	51.891
Marker171680	3	51.891
Marker194332	3	51.891
Marker98975	3	51.027
Marker173008	3	51.027
Marker35803	3	51.243
Marker19857	3	51.459
Marker29926	3	51.675
Marker186733	3	51.675
Marker6594	3	51.891
Marker174295	3	51.891
Marker98902	3	51.891
Marker134190	3	51.891
Marker152091	3	51.891
Marker225466	3	51.891
Marker209151	3	51.891
Marker170470	3	51.891
Marker178889	3	51.891
Marker20138	3	51.891
Marker193913	3	51.891
Marker17804	3	52.02
Marker198396	3	51.891
Marker180428	3	52.02
Marker84760	3	52.02
Marker199175	3	52.02
Marker64776	3	52.02
Marker225395	3	52.02
Marker118922	3	51.891
Marker40335	3	52.02
Marker111915	3	52.02
Marker77135	3	52.02
Marker28840	3	52.02
Marker3612	3	52.02
Marker52667	3	52.02
Marker62110	3	52.02
Marker80907	3	52.02
Marker192928	3	52.02
Marker109291	3	52.02
Marker94712	3	52.28
Marker26368	3	52.474
Marker114669	3	52.669
Marker70456	3	52.28
Marker121702	3	52.863
Marker71632	3	52.28
Marker37313	3	52.28
Marker54530	3	52.863
Marker185680	3	52.28
Marker80300	3	52.669
Marker143193	3	52.863
Marker111361	3	52.863
Marker25568	3	52.863
Marker155297	3	53.057
Marker125445	3	53.057
Marker98105	3	53.057
Marker184511	3	53.057
Marker35432	3	53.252
Marker92885	3	53.252
Marker176891	3	53.446
Marker40862	3	53.446
Marker150073	3	53.446
Marker101193	3	53.446
Marker225249	3	53.252
Marker199591	3	53.446
Marker35685	3	53.252
Marker82014	3	53.446
Marker6689	3	53.446
Marker184757	3	53.446
Marker223042	3	53.446
Marker147238	3	53.575
Marker6991	3	53.446
Marker42629	3	53.705
Marker133913	3	53.705
Marker120935	3	53.705
Marker88093	3	53.705
Marker91430	3	53.899
Marker195372	3	53.705
Marker199181	3	54.094
Marker113264	3	54.094
Marker174398	3	54.094
Marker120630	3	54.094
Marker43562	3	54.094
Marker170259	3	54.094
Marker84571	3	54.094
Marker176257	3	54.094
Marker138829	3	54.353
Marker78569	3	54.613
Marker20443	3	54.094
Marker195996	3	54.094
Marker98895	3	54.094
Marker35908	3	54.743
Marker32875	3	54.743
Marker36735	3	54.743
Marker137406	3	54.937
Marker102701	3	54.937
Marker54556	3	55.131
Marker62421	3	55.131
Marker122875	3	55.131
Marker10388	3	55.131
Marker144093	3	55.391
Marker102659	3	55.391
Marker156456	3	55.391
Marker171029	3	55.391
Marker153983	3	55.391
Marker65882	3	55.52
Marker120524	3	55.52
Marker144228	3	55.52
Marker16158	3	55.65
Marker181686	3	55.65
Marker111701	3	55.65
Marker109071	3	55.65
Marker110542	3	55.65
Marker193072	3	55.65
Marker94895	3	56.041
Marker104018	3	56.823
Marker192793	3	57.024
Marker181064	3	57.915
Marker169646	3	57.429
Marker69720	3	57.63
Marker57019	3	58.035
Marker61468	3	58.641
Marker57882	3	58.236
Marker124414	3	58.641
Marker3263	3	59.03
Marker209162	3	59.03
Marker27362	3	59.03
Marker28791	3	59.203
Marker182060	3	59.375
Marker195890	3	59.548
Marker51325	3	59.548
Marker67283	3	59.742
Marker225825	3	59.548
Marker137243	3	59.937
Marker5220	3	60.327
Marker15537	3	60.457
Marker10387	3	60.586
Marker64845	3	60.586
Marker61199	3	61.105
Marker202777	3	60.759
Marker132940	3	60.932
Marker69854	3	61.105
Marker4316	3	61.755
Marker17997	3	61.919
Marker181610	3	61.755
Marker193992	3	63.601
Marker53274	3	62.084
Marker137590	3	62.084
Marker198109	3	64.213
Marker102123	3	62.248
Marker144814	3	62.248
Marker11509	3	62.577
Marker75877	3	63.408
Marker197610	3	63.737
Marker197704	3	64.736
Marker223993	3	65.398
Marker20344	3	65.894
Marker3863	3	65.894
Marker155050	3	65.894
Marker135934	3	66.058
Marker65486	3	66.058
Marker190540	3	66.578
Marker133820	3	66.578
Marker77287	3	66.969
Marker162669	3	67.099
Marker203678	3	66.578
Marker224645	3	66.578
Marker32688	3	66.578
Marker6509	3	66.578
Marker164518	3	66.578
Marker201658	3	66.578
Marker48707	3	66.578
Marker6293	3	67.228
Marker98935	3	67.228
Marker200520	3	67.228
Marker82224	3	67.228
Marker106083	3	67.228
Marker209959	3	67.228
Marker69433	3	67.228
Marker205037	3	67.228
Marker89197	3	67.228
Marker126111	3	67.488
Marker131678	3	67.747
Marker143483	3	67.747
Marker13485	3	67.747
Marker47737	3	67.747
Marker48768	3	67.747
Marker2822	3	68.03
Marker136871	3	67.747
Marker68426	3	67.747
Marker216651	3	68.171
Marker97990	3	68.597
Marker187816	3	68.881
Marker40263	3	69.164
Marker77651	3	69.164
Marker196620	3	69.164
Marker132379	3	69.305
Marker139122	3	69.305
Marker159631	3	69.305
Marker162505	3	69.478
Marker100000	3	69.478
Marker71076	3	69.651
Marker856	3	69.823
Marker141786	3	69.823
Marker122458	3	69.823
Marker82104	3	70.083
Marker33158	3	69.823
Marker120178	3	70.083
Marker134772	3	70.213
Marker224736	3	70.213
Marker50456	3	69.823
Marker68554	3	69.823
Marker171150	3	70.603
Marker219212	3	70.603
Marker180525	3	70.669
Marker179811	3	71.389
Marker140504	3	71.389
Marker97764	3	71.389
Marker124927	3	72.566
Marker209309	3	73.026
Marker194100	3	74.004
Marker16763	3	74.691
Marker12961	3	75.006
Marker7748	3	75.25
Marker25410	3	75.436
Marker147444	3	75.436
Marker224533	3	75.436
Marker198046	3	75.436
Marker56773	3	75.63
Marker135335	3	75.824
Marker109296	3	75.824
Marker60489	3	76.215
Marker117860	3	76.606
Marker123902	3	76.735
Marker64721	3	76.215
Marker202250	3	76.995
Marker100828	3	77.146
Marker986	3	77.602
Marker124552	3	77.904
Marker120904	3	77.753
Marker147574	3	77.904
Marker106221	3	77.904
Marker168239	3	78.294
Marker196144	3	78.294
Marker163073	3	77.904
Marker111113	3	78.685
Marker155033	3	78.685
Marker191210	3	78.685
Marker174253	3	78.685
Marker18688	3	78.685
Marker135403	3	78.814
Marker106528	3	79.074
Marker4865	3	79.233
Marker128452	3	80.081
Marker108411	3	79.392
Marker29841	3	79.392
Marker50331	3	79.711
Marker23072	3	80.516
Marker45948	3	81.158
Marker148936	3	81.548
Marker63603	3	81.938
Marker119329	3	82.133
Marker36046	3	82.133
Marker95456	3	82.327
Marker2227	3	82.327
Marker108022	3	82.327
Marker28628	3	82.327
Marker224248	3	82.587
Marker208911	3	82.995
Marker149991	3	82.587
Marker87067	3	83.664
Marker1548	3	84.021
Marker8902	3	84.021
Marker193602	3	84.021
Marker46461	3	84.021
Marker211325	3	84.021
Marker105845	3	84.86
Marker17322	3	84.021
Marker119863	3	85.421
Marker79823	3	85.694
Marker85245	3	84.021
Marker126903	3	86.111
Marker218163	3	86.527
Marker12670	3	87.225
Marker69324	3	87.642
Marker100071	3	87.78
Marker163870	3	88.196
Marker129303	3	88.847
Marker219927	3	88.847
Marker133143	3	89.106
Marker130344	3	88.847
Marker111671	3	88.847
Marker162382	3	89.365
Marker147802	3	88.847
Marker134765	3	88.847
Marker71783	3	89.105
Marker111405	3	89.364
Marker56225	3	89.364
Marker20838	3	89.884
Marker118478	3	89.884
Marker172832	3	89.624
Marker125675	3	89.624
Marker98273	3	89.883
Marker142246	3	90.403
Marker193906	3	90.403
Marker187630	3	90.403
Marker66302	3	90.403
Marker129480	3	90.403
Marker125915	3	90.403
Marker151267	3	90.663
Marker170250	3	91.185
Marker187342	3	91.185
Marker162945	3	91.185
Marker166170	3	91.185
Marker30952	3	91.185
Marker892	3	91.185
Marker148303	3	91.185
Marker194376	3	91.314
Marker52868	3	91.314
Marker219517	3	91.444
Marker215261	3	91.444
Marker189909	3	91.185
Marker75637	3	91.444
Marker10627	3	91.444
Marker128221	3	91.185
Marker22917	3	91.444
Marker219484	3	91.573
Marker22864	3	91.703
Marker153350	3	93.05
Marker189928	3	91.703
Marker81425	3	91.885
Marker27297	3	92.621
Marker179560	3	93.945
Marker90843	3	92.804
Marker90085	3	93.354
Marker154396	3	93.904
Marker51939	3	94.64
Marker179641	3	94.392
Marker170091	3	95.006
Marker64800	3	95.556
Marker223746	3	95.556
Marker83702	3	95.738
Marker47878	3	95.738
Marker149044	3	96.39
Marker3557	3	97.042
Marker73956	3	97.042
Marker50288	3	97.042
Marker131056	3	97.042
Marker116821	3	97.042
Marker129859	3	97.433
Marker57124	3	97.433
Marker17740	3	97.433
Marker201087	3	98.019
Marker116545	3	98.408
Marker98695	3	99.001
Marker149897	3	99.39
Marker169923	3	99.39
Marker113343	3	100.058
Marker41967	3	100.952
Marker85239	3	99.701
Marker128034	3	100.013
Marker158471	3	100.952
Marker185763	3	101.341
Marker150249	3	101.341
Marker188572	3	101.341
Marker18192	3	101.341
Marker133247	3	101.341
Marker223481	3	101.341
Marker193987	3	101.341
Marker117687	3	101.341
Marker10944	3	102.212
Marker206535	3	103.082
Marker45248	3	103.082
Marker126511	3	103.952
Marker25405	3	101.955
Marker45082	3	102.724
Marker200033	3	102.724
Marker128842	3	103.493
Marker221009	3	103.952
Marker130881	3	103.952
Marker173286	3	104.386
Marker165739	3	104.82
Marker35148	3	103.952
Marker221822	3	104.82
Marker101085	3	104.885
Marker88292	3	104.82
Marker223878	3	105.255
Marker204037	3	105.625
Marker133759	3	105.255
Marker49308	3	105.809
Marker154154	3	106.126
Marker129151	3	105.809
Marker3943	3	106.074
Marker205149	3	106.364
Marker144572	3	106.549
Marker18586	3	106.733
Marker92861	3	106.918
Marker226567	3	106.918
Marker37104	3	106.918
Marker159885	3	106.918
Marker4178	3	106.56
Marker99556	3	106.918
Marker126318	3	106.918
Marker16984	3	106.918
Marker85715	3	107.288
Marker129049	3	107.658
Marker83815	3	107.843
Marker55696	3	108.965
Marker39012	3	109.824
Marker146949	3	110.436
Marker70818	3	110.604
Marker205180	3	110.994
Marker42320	3	111.175
Marker107894	3	111.676
Marker217923	3	111.448
Marker42021	3	111.448
Marker133337	3	111.902
Marker44294	3	112.096
Marker134332	3	112.291
Marker36147	3	112.291
Marker6812	3	112.615
Marker100832	3	112.615
Marker192756	3	112.723
Marker120216	3	112.723
Marker201920	3	113.593
Marker125789	3	113.593
Marker205670	3	114.375
Marker53864	3	114.705
Marker113494	3	114.375
Marker78438	3	114.982
Marker53481	3	115.035
Marker42410	3	115.59
Marker87237	3	115.867
Marker104995	3	116.197
Marker11147	3	116.197
Marker147988	3	116.197
Marker71419	3	116.588
Marker186314	3	116.717
Marker210241	3	116.977
Marker136693	3	117.236
Marker90291	3	117.236
Marker29237	3	117.236
Marker2857	3	117.625
Marker188562	3	117.755
Marker135801	3	118.146
Marker83097	3	118.405
Marker42724	3	118.925
Marker178371	3	119.575
Marker93327	3	119.575
Marker107121	3	120
Marker108415	3	120.212
Marker115853	3	120.424
Marker221108	3	120.918
Marker159267	3	121.279
Marker215840	3	121.279
Marker122585	3	121.279
Marker95448	3	121.918
Marker94001	3	121.585
Marker77734	3	121.918
Marker149494	3	122.438
Marker107673	3	122.698
Marker36981	3	122.828
Marker219281	3	122.828
Marker127297	3	122.828
Marker133476	3	122.828
Marker126885	3	122.828
Marker66751	3	122.828
Marker48035	3	122.957
Marker148955	3	123.101
Marker145536	3	123.101
Marker129760	3	122.957
Marker78993	3	123.245
Marker22971	3	123.389
Marker217705	3	124.255
Marker200345	3	123.677
Marker67889	3	123.821
Marker221396	3	124.255
Marker61300	3	124.255
Marker178064	3	124.255
Marker166587	3	124.255
Marker20566	3	124.385
Marker58643	3	124.255
Marker111783	3	124.645
Marker147147	3	124.255
Marker96516	3	124.645
Marker116789	3	124.645
Marker78298	3	124.645
Marker98868	3	124.774
Marker190909	3	124.774
Marker100782	3	124.774
Marker126073	3	124.774
Marker185365	3	124.774
Marker118809	3	125.034
Marker207715	3	125.034
Marker21778	3	125.034
Marker174197	3	125.294
Marker89153	3	126.521
Marker50292	3	127.216
Marker38918	3	127.389
Marker202789	3	127.525
Marker16929	3	127.797
Marker63020	3	127.933
Marker222346	3	128.069
Marker146794	3	128.069
Marker159184	3	128.205
Marker156357	3	128.341
Marker128134	3	128.341
Marker72938	3	128.477
Marker180218	3	128.477
Marker31002	3	128.477
Marker59106	3	128.75
Marker104884	3	128.75
Marker45695	3	129.16
Marker143413	3	129.433
Marker189414	3	129.433
Marker116160	3	129.706
Marker167510	3	129.706
Marker168864	3	129.842
Marker100776	3	130.114
Marker9835	3	131.093
Marker119253	3	131.287
Marker209637	3	130.505
Marker30944	3	130.896
Marker170610	3	130.896
Marker8753	3	130.896
Marker146868	3	130.896
Marker216969	3	130.896
Marker71059	3	130.896
Marker45755	3	130.896
Marker53326	3	130.896
Marker66530	3	130.896
Marker73270	3	130.896
Marker165815	3	130.896
Marker196080	3	130.896
Marker144021	3	130.896
Marker131597	3	130.896
Marker221130	3	130.896
Marker95008	3	130.896
Marker94083	3	131.287
Marker96120	3	131.287
Marker131677	3	131.633
Marker68532	3	131.806
Marker186291	3	132.065
Marker77294	3	132.436
Marker217624	3	132.497
Marker158338	3	132.993
Marker139800	3	133.364
Marker95313	3	133.364
Marker126502	3	133.364
Marker224831	3	133.884
Marker2039	3	133.884
Marker17021	3	133.623
Marker221381	3	134.143
Marker38950	3	134.403
Marker21278	3	134.662
Marker182142	3	134.662
Marker52359	3	133.882
Marker181850	3	134.141
Marker198439	3	134.4
Marker194626	3	134.921
Marker155356	3	135.18
Marker17470	3	135.18
Marker200475	3	135.44
Marker60433	3	135.57
Marker98017	3	135.18
Marker156076	3	135.699
Marker56308	3	135.699
Marker213754	3	135.959
Marker147003	3	137.449
Marker114715	3	136.359
Marker219654	3	136.558
Marker147174	3	137.771
Marker100974	3	137.97
Marker174876	3	138.563
Marker209540	3	138.933
Marker84730	3	139.674
Marker7622	3	138.37
Marker183311	3	138.77
Marker116629	3	138.97
Marker127451	3	139.571
Marker4885	3	140.415
Marker56599	3	141.156
Marker104970	3	141.525
Marker51765	3	141.196
Marker18184	3	141.895
Marker72767	3	142.354
Marker158131	3	144.771
Marker50544	3	147.919
Marker106682	3	150.914
Marker196592	3	154.062
Marker109566	3	156.907
Marker84758	3	158.149
Marker3480	3	159.532
Marker205818	3	154.228
Marker39035	3	161.202
Marker71213	3	162.163
Marker44668	3	154.228
Marker193079	3	154.228
Marker78333	3	154.228
Marker98759	3	154.228
Marker56519	3	154.228
Marker154783	3	162.57
Marker83905	3	162.841
Marker94567	3	162.841
Marker18132	3	162.976
Marker204145	3	163.111
Marker106297	3	154.228
Marker35633	3	154.228
Marker127667	3	154.228
Marker152847	3	163.111
Marker215635	3	163.247
Marker192515	3	163.382
Marker149326	3	163.382
Marker98652	3	163.517
Marker73874	3	163.517
Marker34749	3	163.517
Marker150390	3	163.517
Marker98758	3	157.364
Marker40724	3	163.517
Marker70146	3	163.652
Marker135138	3	163.652
Marker159359	3	163.805
Marker190834	3	163.958
Marker222500	3	164.111
Marker110235	3	164.111
Marker142262	3	164.111
Marker119309	3	164.264
Marker85568	3	164.571
Marker3312	3	165.344
Marker96857	3	166.733
Marker186455	3	169.59
Marker98193	3	174.649
Marker169527	3	176.909
Marker80414	3	180.719
Marker179737	3	182.879
Marker54255	3	182.879
Marker206755	3	189.805
Marker37983	3	192.36
Marker78406	3	196.279
Marker112154	3	200.131
Marker224006	3	201.221
Marker164812	3	201.61
Marker213481	3	201.61
Marker59514	3	201.739
Marker216159	3	201.869
Marker117450	3	201.869
Marker5156	3	201.999
Marker131525	3	201.999
Marker180336	3	201.999
Marker146767	3	201.999
Marker142580	3	201.999
Marker161173	3	202.258
Marker161670	3	202.258
Marker177289	3	202.258
Marker174007	3	202.517
Marker222375	3	202.517
Marker171244	3	202.517
Marker16208	3	202.517
Marker201791	3	202.517
Marker146404	3	202.776
Marker172092	3	202.776
Marker7514	3	203.232
Marker145461	3	203.232
Marker16670	3	203.232
Marker161084	3	203.535
Marker64273	3	202.776
Marker181867	3	202.776
Marker72030	3	202.776
Marker2758	3	203.535
Marker189250	3	203.686
Marker13620	3	203.686
Marker208229	3	203.686
Marker192886	3	203.961
Marker148833	3	203.961
Marker137251	3	203.961
Marker87133	3	203.961
Marker14207	3	203.961
Marker17533	3	203.961
Marker110625	3	203.961
Marker141682	3	203.961
Marker11094	3	203.961
Marker131595	3	204.229
Marker75045	3	204.449
Marker208097	3	204.579
Marker76553	3	204.579
Marker178634	3	205.101
Marker150016	3	205.23
Marker759	3	205.23
Marker70460	3	205.36
Marker74771	3	205.36
Marker100737	3	205.619
Marker117344	3	205.619
Marker41691	3	205.878
Marker149601	3	205.878
Marker165591	3	205.878
Marker106559	3	205.878
Marker166461	3	205.878
Marker127938	3	205.878
Marker186123	3	206.008
Marker123872	3	206.008
Marker127761	3	206.008
Marker44503	3	206.008
Marker142064	3	206.17
Marker79577	3	206.008
Marker145140	3	206.008
Marker78638	3	206.008
Marker75036	3	206.656
Marker199649	3	207.303
Marker12385	3	208.603
Marker91077	3	206.494
Marker107650	3	206.656
Marker94816	3	206.818
Marker50066	3	206.818
Marker126186	3	206.98
Marker208273	3	207.633
Marker191152	3	207.957
Marker154800	3	208.282
Marker156322	3	209.1
Marker6334	3	209.262
Marker96869	3	209.262
Marker161306	3	209.262
Marker170175	3	209.262
Marker135394	3	209.262
Marker145003	3	209.424
Marker6013	3	209.912
Marker144032	3	210.565
Marker217242	3	211.053
Marker123243	3	208.603
Marker179998	3	208.603
Marker65388	3	208.603
Marker210363	3	211.215
Marker221499	3	211.215
Marker22655	3	211.215
Marker80462	3	211.215
Marker209129	3	211.387
Marker221847	3	211.387
Marker129764	3	211.56
Marker106052	3	211.215
Marker146682	3	211.215
Marker70074	3	211.733
Marker42530	3	211.733
Marker124190	3	211.733
