Marker	Chr	cM				
S3_33091399	3	173.66				
S3_33101203	3	173.66				
S3_33156597	3	174.54				
S3_33156650	3	174.54				
S3_33204249	3	174.84				
S3_33244828	3	175.14				
S3_33251194	3	175.14				
S3_33287194	3	175.14				
S3_33290956	3	175.45				
S3_33302726	3	176.7				
S3_33310955	3	177				
S3_33334368	3	177.65				
S3_33338553	3	177.65				
S3_33342431	3	178.27				
S3_33390752	3	178.57				
S3_33418081	3	178.57				
S3_33443623	3	178.88				
S3_33454874	3	178.88				
S3_33466106	3	178.88				
S3_33832586	3	179.47				
S3_33905109	3	179.47				
S3_33947023	3	179.76				
S3_33988417	3	180.06				
S3_34004938	3	180.06				
S3_34005286	3	180.06				
S3_34026283	3	180.06				
S3_34033835	3	180.06				
S3_34123771	3	180.06				
S3_34183243	3	180.06				
S3_34193019	3	180.06				
S3_34197710	3	180.06				
S3_34197758	3	180.06				
S3_34268502	3	180.06				
S3_34347501	3	180.64				
S3_34487907	3	180.94				
S3_34521908	3	181.25				
S3_34529404	3	181.25				
S3_34539544	3	181.25				
S3_34539623	3	181.25				
S3_34546446	3	181.25				
S3_34547715	3	181.25				
S3_34574764	3	181.54				
S3_34601434	3	181.84				
S3_34637990	3	182.15				
S3_34657394	3	182.15				
S3_34657752	3	182.15				
S3_34657759	3	182.46				
S3_34695849	3	182.46				
S3_34720589	3	182.46				
S3_35060080	3	185.01				
S3_35115429	3	185.01				
S3_35140545	3	185.01				
S3_35146504	3	185.01				
S3_35169446	3	185.01				
S3_35243402	3	185.01				
S3_35310534	3	186.47				
S3_35321367	3	186.47				
S3_35332218	3	186.47				
S3_35364074	3	186.47				
S3_35381187	3	186.47				
S3_35425099	3	187.07				
S3_35428829	3	187.07				
S3_35428848	3	187.07				
S3_35428870	3	187.07				
S3_35437192	3	187.07				
S3_35519440	3	187.63				
S3_35519441	3	187.63				
S3_35562471	3	187.91				
S3_35589618	3	188.2				
S3_35610833	3	188.2				
S3_35658924	3	188.5				
S3_35666912	3	188.5				
S3_35668269	3	188.8				
S3_35756317	3	189.09				
S3_35814637	3	189.67				
S3_35833267	3	189.67				
S3_35853364	3	189.67				
S3_35856080	3	189.67				
S3_35859831	3	189.67				
S3_35862498	3	189.67				
S3_35967860	3	189.67				
S3_36001877	3	189.96				
S3_36001899	3	189.96				
S3_36004800	3	189.96				
S3_36094985	3	189.96				
S3_36204136	3	190.92				
S3_36239509	3	190.92				
S3_36282260	3	190.92				
S3_36283471	3	190.92				
S3_36293343	3	190.92				
S3_36318990	3	190.92				
S3_36360798	3	190.92				
S3_36366411	3	191.23				
S3_36396457	3	191.23				
S3_36401794	3	191.23				
S3_36405737	3	191.23				
S3_36405799	3	191.23				
S4_110792	4	0				
S4_124931	4	0.29				
S4_221914	4	0.29				
S4_310758	4	0.87				
S4_359671	4	0.87				
S4_360319	4	0.87				
S4_411524	4	1.71				
S4_456405	4	1.71				
S4_521456	4	1.71				
S4_585696	4	1.99				
S4_598874	4	1.99				
S4_896153	4	2.59				
S4_896221	4	2.9				
S4_914315	4	2.9				
S4_925551	4	2.9				
S4_1024435	4	2.9				
S4_1114993	4	2.9				
S4_1115003	4	2.9				
S4_1229879	4	4.43				
S4_1335381	4	4.43				
S4_1758138	4	5.33				
S4_1876753	4	6.47				
S4_1966593	4	6.47				
S4_2036989	4	7.09				
S4_2037502	4	7.09				
S4_2057219	4	7.09				
S4_2414386	4	7.71				
S4_2879074	4	10.54				
S4_3411559	4	10.54				
S4_3570866	4	10.86				
S4_3572198	4	11.16				
S4_3587827	4	11.16				
S4_3587833	4	11.45				
S4_3611296	4	11.45				
S4_3611305	4	11.73				
S4_3655160	4	12.02				
S4_3657521	4	12.32				
S4_3682343	4	12.32				
S4_3710798	4	12.32				
S4_3711262	4	12.32				
S4_3854194	4	12.32				
S4_3881858	4	12.61				
S4_3963700	4	12.61				
S4_4037897	4	12.61				
S4_4042230	4	12.93				
S4_4043128	4	12.93				
S4_4359613	4	13.22				
S4_4402577	4	13.22				
S4_4457046	4	13.22				
S4_4506399	4	14.36				
S4_4569308	4	14.36				
S4_4652482	4	14.64				
S4_4699422	4	15.24				
S4_4732379	4	15.53				
S4_4732509	4	15.81				
S4_4822933	4	15.81				
S4_4873928	4	15.81				
S4_4941718	4	15.81				
S4_5005609	4	15.81				
S4_5005627	4	16.09				
S4_5012200	4	16.39				
S4_5060983	4	16.39				
S4_5101296	4	16.39				
S4_5101304	4	16.39				
S4_5113246	4	16.39				
S4_5135453	4	16.68				
S4_5184554	4	16.96				
S4_5289108	4	17.24				
S4_5318190	4	17.8				
S4_5416491	4	18.08				
S4_5480959	4	18.08				
S4_5483787	4	18.08				
S4_5484038	4	18.08				
S4_5484113	4	18.08				
S4_5485414	4	18.08				
S4_5485643	4	18.08				
S4_5539676	4	18.08				
S4_5539908	4	18.08				
S4_5544902	4	18.08				
S4_5560002	4	18.08				
S4_5599476	4	18.08				
S4_5645062	4	18.37				
S4_5645341	4	18.37				
S4_5686504	4	18.95				
S4_5686641	4	18.95				
S4_5786959	4	18.95				
S4_5787038	4	18.95				
S4_5788084	4	18.95				
S4_5788195	4	18.95				
S4_5788241	4	18.95				
S4_5915464	4	19.53				
S4_6008932	4	19.53				
S4_6059801	4	19.81				
S4_6106265	4	20.1				
S4_6107506	4	20.1				
S4_6107548	4	20.1				
S4_6107576	4	20.1				
S4_6142024	4	20.1				
S4_6228188	4	20.1				
S4_6261764	4	20.1				
S4_6270153	4	20.1				
S4_6318866	4	20.1				
S4_6382194	4	20.1				
S4_6382285	4	20.1				
S4_6388804	4	20.1				
S4_6472158	4	20.1				
S4_6500333	4	20.1				
S4_6504436	4	20.1				
S4_6512625	4	20.1				
S4_6558225	4	20.1				
S4_6585277	4	20.39				
S4_6630807	4	20.69				
S4_6632506	4	20.69				
S4_6694013	4	20.98				
S4_6695176	4	20.98				
S4_6709532	4	20.98				
S4_6713690	4	20.98				
S4_6834041	4	20.98				
S4_7151758	4	21.26				
S4_7168428	4	21.82				
S4_7312792	4	21.82				
S4_7434099	4	21.82				
S4_7896280	4	21.82				
S4_8268454	4	21.82				
S4_8285184	4	21.82				
S4_8286071	4	22.09				
S4_8519035	4	22.09				
S4_8617914	4	22.09				
S4_8636035	4	22.7				
S4_8636093	4	22.7				
S4_8682713	4	22.99				
S4_8857432	4	22.99				
S4_8876854	4	22.99				
S4_9081428	4	22.99				
S4_9289415	4	22.99				
S4_9289463	4	22.99				
S4_9368222	4	22.99				
S4_9392529	4	22.99				
S4_9891935	4	22.99				
S4_10391921	4	22.99				
S4_10459571	4	23.29				
S4_10625625	4	23.84				
S4_10726368	4	24.13				
S4_10726373	4	24.13				
S4_10738781	4	24.13				
S4_10794340	4	24.43				
S4_10841798	4	24.43				
S4_10841800	4	24.43				
S4_11062623	4	24.43				
S4_11062780	4	24.43				
S4_11078656	4	24.43				
S4_11087541	4	24.43				
S4_11087546	4	24.43				
S4_11236581	4	24.72				
S4_11236636	4	25.02				
S4_11239420	4	25.02				
S4_11244018	4	25.02				
S4_11250349	4	25.02				
S4_11250365	4	25.02				
S4_11250436	4	25.02				
S4_11255792	4	25.02				
S4_11267107	4	25.02				
S4_11308264	4	25.02				
S4_11308288	4	25.02				
S4_11309759	4	25.02				
S4_11324668	4	25.02				
S4_11343460	4	25.02				
S4_11377621	4	25.02				
S4_11377956	4	25.02				
S4_11422644	4	25.02				
S4_11422757	4	25.02				
S4_11517746	4	25.02				
S4_11547198	4	25.02				
S4_11547227	4	25.02				
S4_11573916	4	25.02				
S4_11577245	4	25.02				
S4_11591759	4	25.02				
S4_11638569	4	25.02				
S4_11721417	4	25.02				
S4_11877303	4	25.02				
S4_11877656	4	25.33				
S4_11930828	4	25.63				
S4_12179956	4	25.93				
S4_12213897	4	26.23				
S4_12275707	4	26.23				
S4_12276210	4	26.23				
S4_12280310	4	26.83				
S4_12372597	4	26.83				
S4_12401407	4	26.83				
S4_12426156	4	26.83				
S4_12538264	4	26.83				
S4_12538726	4	26.83				
S4_12646496	4	26.83				
S4_12916769	4	26.83				
S4_12917220	4	26.83				
S4_12953714	4	26.83				
S4_12953760	4	26.83				
S4_12988716	4	26.83				
S4_12998724	4	26.83				
S4_12998752	4	26.83				
S4_13000534	4	26.83				
S4_13001768	4	26.83				
S4_13106089	4	26.83				
S4_13115932	4	26.83				
S4_13135612	4	26.83				
S4_13142575	4	26.83				
S4_13142632	4	26.83				
S4_13154793	4	26.83				
S4_13158650	4	26.83				
S4_13158659	4	26.83				
S4_13173499	4	26.83				
S4_13221277	4	27.16				
S4_13221409	4	27.16				
S4_13222046	4	27.16				
S4_13253117	4	27.16				
S4_13253151	4	27.16				
S4_13257274	4	27.16				
S4_13320530	4	27.16				
S4_13346339	4	27.16				
S4_13352400	4	27.16				
S4_13411590	4	27.44				
S4_13468729	4	27.44				
S4_13516016	4	28.03				
S4_13529165	4	28.03				
S4_14043755	4	28.03				
S4_14049695	4	28.03				
S4_14056754	4	28.03				
S4_14072919	4	28.03				
S4_14183398	4	28.03				
S4_14609453	4	29.84				
S4_14615480	4	29.84				
S4_16284965	4	33.01				
S4_16372340	4	33.31				
S4_16380993	4	33.31				
S4_16397407	4	33.31				
S4_16404281	4	33.31				
S4_16463627	4	33.31				
S4_16505985	4	33.6				
S4_16556306	4	33.91				
S4_16562025	4	34.23				
S4_16593712	4	34.23				
S4_16647046	4	34.23				
S4_16661933	4	34.51				
S4_16669714	4	34.79				
S4_16706375	4	35.07				
S4_16963327	4	38.52				
S4_17608980	4	43.16				
S4_17718662	4	43.47				
S4_17838154	4	43.47				
S4_17868630	4	43.47				
S4_17917753	4	43.47				
S4_18201322	4	43.47				
S4_18203528	4	43.47				
S4_18212352	4	43.47				
S4_18214089	4	43.47				
S4_18246977	4	43.47				
S4_18248990	4	43.47				
S4_18249068	4	43.47				
S4_18379272	4	43.47				
S4_18379496	4	43.47				
S4_18379884	4	43.47				
S4_18427292	4	43.47				
S4_18537160	4	43.76				
S4_18539346	4	43.76				
S4_18549481	4	43.76				
S4_18604321	4	43.76				
S4_18650962	4	44.05				
S4_18669814	4	44.05				
S4_18676801	4	44.05				
S4_18761371	4	44.35				
S4_18772649	4	44.97				
S4_18779374	4	44.97				
S4_18826971	4	45.29				
S4_18852119	4	45.93				
S4_18859887	4	45.93				
S4_18859888	4	45.93				
S4_18940179	4	45.93				
S4_18975813	4	46.51				
S4_18976428	4	46.51				
S4_19233152	4	47.97				
S4_19236701	4	47.97				
S4_19236702	4	47.97				
S4_19245327	4	47.97				
S4_19270545	4	48.25				
S4_19290111	4	48.83				
S4_19290206	4	48.83				
S4_19290602	4	48.83				
S4_19292584	4	48.83				
S4_19300127	4	49.4				
S4_19314360	4	49.4				
S4_19323662	4	49.4				
S4_19329167	4	49.4				
S4_19337358	4	49.4				
S4_19344478	4	49.4				
S4_19371351	4	49.4				
S4_19423346	4	49.71				
S4_19426914	4	49.71				
S4_19434468	4	49.71				
S4_19442961	4	49.71				
S4_19549596	4	50.6				
S4_19564320	4	50.6				
S4_19652067	4	52.36				
S4_19779778	4	52.93				
S4_19812478	4	53.22				
S4_19819654	4	53.22				
S4_19819847	4	53.22				
S4_19819992	4	53.22				
S4_19822249	4	53.51				
S4_19827064	4	54.12				
S4_20295257	4	61				
S4_20389318	4	62.21				
S4_20394209	4	62.5				
S4_20394929	4	62.79				
S4_20400921	4	62.79				
S4_20409894	4	62.79				
S4_20409915	4	62.79				
S4_20411150	4	62.79				
S4_20437253	4	62.79				
S4_20446750	4	62.79				
S4_20446791	4	62.79				
S4_20482931	4	63.09				
S4_20496087	4	63.71				
S4_20496089	4	63.71				
S4_20523929	4	64.01				
S4_20605403	4	64.89				
S4_20610810	4	65.18				
S4_20622937	4	65.76				
S4_20625074	4	65.76				
S4_20625405	4	65.76				
S4_20627666	4	65.76				
S4_20646981	4	65.76				
S4_20661557	4	66.05				
S4_20679438	4	66.05				
S4_20706898	4	66.05				
S4_20819176	4	66.68				
S4_20819219	4	66.96				
S4_20826451	4	66.96				
S4_20857670	4	66.96				
S4_20858361	4	66.96				
S4_20888874	4	66.96				
S4_20888910	4	66.96				
S4_20892546	4	66.96				
S4_20920102	4	66.96				
S4_20928038	4	66.96				
S4_20939715	4	66.96				
S4_20942157	4	66.96				
S4_21026636	4	67.54				
S4_21027504	4	67.54				
S4_21066090	4	67.54				
S4_21273228	4	68.7				
S4_21293188	4	68.99				
S4_21293247	4	68.99				
S4_21370776	4	69.59				
S4_21373339	4	69.59				
S4_21389118	4	69.59				
S4_21400738	4	69.59				
S4_21400839	4	69.59				
S4_21409594	4	69.59				
S4_21424415	4	69.59				
S4_21428922	4	69.59				
S4_21448286	4	69.59				
S4_21474382	4	69.59				
S4_21474430	4	69.59				
S4_21507256	4	70.17				
S4_21537058	4	70.45				
S4_21537134	4	70.45				
S4_21595035	4	70.45				
S4_21601472	4	70.45				
S4_21610870	4	70.73				
S4_21666529	4	71.01				
S4_21690049	4	71.01				
S4_21693465	4	71.01				
S4_21908154	4	72.16				
S4_21913443	4	72.16				
S4_22026522	4	72.75				
S4_22157515	4	73.9				
S4_22163136	4	73.9				
S4_22176511	4	73.9				
S4_22205699	4	74.19				
S4_22214959	4	74.19				
S4_22260209	4	74.19				
S4_22261541	4	74.19				
S4_22386087	4	74.19				
S4_22393318	4	74.19				
S4_22410819	4	74.19				
S4_22411860	4	74.19				
S4_22428384	4	74.19				
S4_22450799	4	74.79				
S4_22468201	4	74.79				
S4_22482674	4	74.79				
S4_22512459	4	74.79				
S4_22644597	4	75.1				
S4_22813854	4	75.1				
S4_22850407	4	75.38				
S4_22865630	4	76.26				
S4_22866313	4	76.26				
S4_22866387	4	76.26				
S4_22892183	4	76.54				
S4_22902457	4	76.54				
S4_22996114	4	78.88				
S4_23024052	4	79.18				
S4_23025861	4	79.18				
S4_23060456	4	79.47				
S4_23093572	4	79.75				
S4_23095630	4	79.75				
S4_23099148	4	79.75				
S4_23117023	4	80.03				
S4_23119051	4	80.03				
S4_23194872	4	80.31				
S4_23278361	4	80.6				
S4_23292215	4	80.6				
S4_23527346	4	82.23				
S4_23532280	4	82.53				
S4_23546397	4	82.53				
S4_23580418	4	82.53				
S4_23583041	4	82.53				
S4_23597658	4	82.53				
S4_23598315	4	82.83				
S4_23600169	4	82.83				
S4_23627466	4	82.83				
S4_23629657	4	82.83				
S4_23643274	4	82.83				
S4_23727732	4	82.83				
S4_23761556	4	82.83				
S4_23797861	4	82.83				
S4_23798010	4	82.83				
S4_23826953	4	82.83				
S4_23856934	4	83.13				
S4_23864392	4	83.13				
S4_23872492	4	83.13				
S4_23872782	4	83.13				
S4_23876311	4	83.13				
S4_23876881	4	83.13				
S4_23876926	4	83.13				
S4_23876980	4	83.13				
S4_23881931	4	83.13				
S4_23882067	4	83.43				
S4_23882126	4	83.73				
S4_23882238	4	83.73				
S4_23955636	4	83.73				
S4_23960504	4	83.73				
S4_23962046	4	83.73				
S4_23971887	4	84.03				
S4_23971978	4	84.03				
S4_23972094	4	84.03				
S4_23972117	4	84.03				
S4_24004608	4	84.03				
S4_24012822	4	84.03				
S4_24013450	4	84.03				
S4_24044666	4	84.03				
S4_24047321	4	84.03				
S4_24098784	4	84.31				
S4_24099251	4	84.31				
S4_24111054	4	84.31				
S4_24125704	4	84.61				
S4_24146156	4	84.91				
S4_24147993	4	85.21				
S4_24192382	4	85.5				
S4_24253537	4	85.5				
S4_24294808	4	85.5				
S4_24296708	4	85.5				
S4_24365533	4	85.5				
S4_24365577	4	85.5				
S4_24365592	4	85.5				
S4_24372279	4	85.5				
S4_24387802	4	85.5				
S4_24418008	4	85.5				
S4_24471339	4	85.5				
S4_24481467	4	85.79				
S4_24497553	4	86.1				
S4_24500012	4	86.1				
S4_24526093	4	86.1				
S4_24534667	4	86.1				
S4_24551661	4	86.1				
S4_24649058	4	86.1				
S4_24726029	4	86.1				
S4_24801060	4	86.7				
S4_24807165	4	87.29				
S4_24862628	4	87.29				
S4_24863481	4	87.59				
S4_24882565	4	88.22				
S4_24917893	4	88.22				
S4_24924196	4	88.52				
S4_24924232	4	88.52				
S4_24924267	4	88.52				
S4_24944799	4	88.52				
S4_24944977	4	88.52				
S4_24945029	4	88.52				
S4_24946963	4	88.52				
S4_24976497	4	88.52				
S4_24977720	4	88.52				
S4_24998565	4	88.52				
S4_25048675	4	88.52				
S4_25192447	4	88.52				
S4_25272682	4	88.52				
S4_25338872	4	88.52				
S4_25338873	4	88.52				
S4_25513255	4	88.79				
S4_25549517	4	88.79				
S4_26622324	4	95.64				
S4_27195876	4	96.85				
S4_27195948	4	96.85				
S4_27200682	4	96.85				
S4_27227055	4	96.85				
S4_27246913	4	97.14				
S4_27247058	4	97.14				
S4_27252050	4	97.14				
S4_27293000	4	97.72				
S4_27293699	4	97.72				
S4_27324208	4	98.02				
S4_27326618	4	98.02				
S4_27329022	4	98.02				
S4_27334103	4	98.02				
S4_27346215	4	98.3				
S4_27363980	4	98.3				
S4_27398418	4	98.3				
S4_27409430	4	98.3				
S4_27415892	4	98.3				
S4_27416426	4	98.3				
S4_27444527	4	98.3				
S4_27463091	4	98.3				
S4_27482499	4	98.59				
S4_27496755	4	98.59				
S4_27513138	4	98.59				
S4_27517819	4	98.59				
S4_27540321	4	98.59				
S4_27613837	4	98.59				
S4_27614695	4	98.59				
S4_27614988	4	98.59				
S4_27617568	4	98.59				
S4_27617633	4	98.59				
S4_27656973	4	98.59				
S4_27662613	4	98.59				
S4_27666698	4	98.59				
S4_27666787	4	98.59				
S4_27667774	4	98.59				
S4_27678052	4	99.22				
S4_27715999	4	100.16				
S4_27736866	4	100.16				
S4_27749587	4	100.44				
S4_27756554	4	100.44				
S4_27764000	4	100.44				
S4_27765440	4	100.72				
S4_27769993	4	100.72				
S4_27771189	4	100.72				
S4_27784101	4	100.72				
S4_27784150	4	101.03				
S4_27789442	4	101.33				
S4_27817204	4	101.33				
S4_27860663	4	101.33				
S4_27860693	4	101.33				
S4_27880447	4	101.33				
S4_27886354	4	101.33				
S4_28075735	4	102.19				
S4_28131297	4	102.19				
S4_28139376	4	102.19				
S4_28170972	4	102.76				
S4_28171107	4	103.05				
S4_28188845	4	103.05				
S4_28195231	4	103.05				
S4_28219058	4	103.05				
S4_28265159	4	103.05				
S4_28276542	4	103.35				
S4_28315148	4	103.65				
S4_28393842	4	103.65				
S4_28403708	4	103.65				
S4_28439803	4	104.28				
S4_28440757	4	104.28				
S4_28450593	4	104.28				
S4_28457601	4	104.28				
S4_28458443	4	104.28				
S4_28458769	4	104.28				
S4_28464538	4	104.28				
S4_28501344	4	104.28				
S4_28548175	4	104.58				
S4_28557510	4	104.89				
S4_28559021	4	104.89				
S4_28559335	4	104.89				
S4_28563550	4	104.89				
S4_28571899	4	104.89				
S4_28611474	4	104.89				
S4_28611554	4	104.89				
S4_28686892	4	104.89				
S4_28742183	4	105.2				
S4_28761324	4	105.2				
S4_28765287	4	105.49				
S4_28803028	4	105.79				
S4_28803047	4	105.79				
S4_28849839	4	105.79				
S4_28901978	4	105.79				
S4_28922459	4	105.79				
S4_28930010	4	105.79				
S4_29056072	4	105.79				
S4_29088085	4	105.79				
S4_29114567	4	106.08				
S4_29149527	4	106.08				
S4_29157437	4	106.08				
S4_29252358	4	106.08				
S4_29318384	4	106.08				
S4_29377299	4	107.21				
S4_29398114	4	107.21				
S4_29403987	4	107.49				
S4_29436261	4	107.77				
S4_29482850	4	107.77				
S4_29482889	4	107.77				
S4_29526672	4	107.77				
S4_29548704	4	107.77				
S4_29548991	4	107.77				
S4_29562992	4	107.77				
S4_29566027	4	108.06				
S4_29658367	4	108.35				
S4_29661444	4	108.35				
S4_29661861	4	108.35				
S4_29672133	4	108.35				
S4_29719637	4	108.35				
S4_29732440	4	108.35				
S4_29791331	4	108.63				
S4_29803452	4	108.63				
S4_29803500	4	108.63				
S4_29809856	4	108.63				
S4_29922354	4	109.52				
S4_29922382	4	109.52				
S4_29958584	4	109.8				
S4_29966056	4	109.8				
S4_29968457	4	110.41				
S4_29968490	4	110.41				
S4_29973492	4	110.41				
S4_30012282	4	110.69				
S4_30025777	4	110.69				
S4_30036961	4	110.69				
S4_30147417	4	112.18				
S4_30183323	4	112.18				
S4_30192094	4	112.18				
S4_30196778	4	112.18				
S4_30209668	4	112.18				
S4_30209700	4	112.18				
S4_30243791	4	112.47				
S4_30410265	4	113.05				
S4_30510604	4	113.91				
S4_30571505	4	115.39				
S4_30632436	4	115.39				
S4_30693061	4	115.39				
S4_30696569	4	115.39				
S4_30784270	4	115.39				
S4_30808530	4	115.39				
S4_30860786	4	115.39				
S4_30862338	4	115.7				
S4_31074152	4	117.81				
S4_31080257	4	117.81				
S4_31127313	4	117.81				
S4_31127769	4	117.81				
S4_31133351	4	117.81				
S4_31144421	4	117.81				
S4_31233297	4	118.41				
S4_31243055	4	118.41				
S4_31243064	4	118.41				
S4_31272021	4	118.41				
S4_31282492	4	118.41				
S4_31316882	4	118.41				
S4_31318888	4	118.41				
S4_31360041	4	119.06				
S4_31361306	4	119.06				
S4_31390254	4	119.34				
S4_31402485	4	119.34				
S4_31410708	4	119.62				
S4_31420093	4	119.92				
S4_31434073	4	119.92				
S4_31440229	4	119.92				
S4_31442962	4	119.92				
S4_31520309	4	120.54				
S4_31531412	4	120.83				
S4_31547177	4	121.41				
S4_31559540	4	121.7				
S4_31578128	4	121.7				
S4_31633432	4	121.7				
S4_31643010	4	121.7				
S4_31661294	4	121.7				
S4_31665149	4	121.7				
S4_31670344	4	121.7				
S4_31716088	4	122.29				
S4_31751408	4	122.29				
S4_31772822	4	122.6				
S4_31772918	4	122.6				
S4_31786637	4	123.17				
S4_31800256	4	123.17				
S4_31819580	4	123.17				
S4_31956274	4	123.75				
S4_31962475	4	123.75				
S4_31966920	4	123.75				
S4_31981005	4	123.75				
S4_32007187	4	123.75				
S4_32018179	4	123.75				
S4_32041252	4	123.75				
S4_32064381	4	123.75				
S4_32079060	4	123.75				
S4_32248613	4	124.37				
S4_32277704	4	124.66				
S4_32327561	4	125.23				
S4_32338731	4	125.23				
S4_32367131	4	125.81				
S4_32367159	4	126.1				
S4_32369172	4	126.39				
S4_32379622	4	126.39				
S4_32411131	4	126.67				
S4_32472418	4	126.96				
S4_32591580	4	127.26				
